Signature,CreatorWallet,LaunchTimestamp,InitialLiquidity,Buyers10s,Buyers30s,Buyers5m,MaxPriceAchievedPct,TimeAtMaxPriceSec,PriceDropFromPeakPct,TradeResult,Profit_SOL,RunningTotal_SOL
RsCaBcxxPuCChSaUATFsvTbEaGAdcaq1u3zLqfZavQrFJw4fiQFooWvSm6P1h3YUPskRns76DM9zizjvxDHLwD6,[object Object],2025-05-20T15:21:25.000Z,59,8,22,15,381,32,39,Partial Exit (Win),0.05,15.100000000000009
3FP2b6m3KJqNEEnnauaL63d8b3wSxBmiqU9bdUY7LsXjbRVvAxkwjKgnoWJCtpebdVZ1SLm4AwFwT81wWHg24LgU,[object Object],2025-05-20T15:21:25.000Z,40,8,4,75,4,94,1,Partial Exit (Win),0.05,15.15000000000001
3nVj1FTSPKbftdnN7iXbwwLofQiVQN8cqY7htsCeawa4GoaV4bwFjrf3eh1ARC7yFajcRDsf5k1ED5Ron5yrkNu3,[object Object],2025-05-20T15:21:25.000Z,0,5,18,29,439,130,22,Moonshot (Win),0.2,15.350000000000009
pHhihRL7BGdKotN9hfmL5WmYg14viT7BZXvfHGYrUWYZ185zqo9gV56MCjJhftZAgwN8oYF3MtZyL42JLXFoVvA,[object Object],2025-05-20T15:21:25.000Z,7,2,6,72,444,136,36,Skipped,0,15.350000000000009
vqbTsu9TRVLDvtm1gRdKXLQqUazrRN8UtzhuVhEjK4hDm2ZedfebbzXseFNZ4FZHXU8YT4gU7VpHmN3mZrDE18J,[object Object],2025-05-20T15:21:25.000Z,86,4,0,25,138,175,32,Skipped,0,15.350000000000009
2v9JdyzKk5kySPH6bUfbkXnghU1ucoPTnVq8tWQwUUuoAJ4qjFbLzeFXyvgScvd2PURbAG6FovZcyUwSjLyy7s4V,[object Object],2025-05-20T15:21:25.000Z,63,5,27,86,423,46,21,Partial Exit (Win),0.05,15.40000000000001
52Z7wB9mMWMLFTMpFkNErmBWCRJG4rqwVvM8ir4yGrt6pVrr3sxmqEfZCwAzTg9RbcB2iN5xmwVeSKeDmBAbWFwK,[object Object],2025-05-20T15:21:25.000Z,9,7,10,6,39,86,0,Partial Exit (Win),0.05,15.45000000000001
5C7t2gyWCtF3hUr1jmE34PAQQZf9SLJm21tSBbbwk3H1UQGRvfA7NXdk7QxyTwZrAyEe157L9n1xWtUFo422mVSe,[object Object],2025-05-20T15:21:25.000Z,69,3,17,88,475,101,36,Skipped,0,15.45000000000001
38k9iVimb46Kq9NckFtfhZFggrYARH5bsKRwGnK4TChUyzDZjnJpyzS7JNA7duFAPMvP4TtvXQLe6BoS1M96a2sS,[object Object],2025-05-20T15:21:25.000Z,38,0,3,20,174,94,31,Skipped,0,15.45000000000001
2TmycteHJ3WmjTMjCmYLbd4cxd2F9fjjeKS3SkyQs1ZBjhuGFZA49JctxjDjQUsJJBHc5RNgh2dqseN23u4xq3qC,[object Object],2025-05-20T15:21:25.000Z,17,4,26,23,442,114,13,Skipped,0,15.45000000000001
2Q99EjbhAnQUDdGSCgHsqr9SiHV4PoYXZSSVTwjqmq5Hbv4LRahuZmHhPTYD4yPSi39mi9VS8cz9mmhUrQhaQy23,[object Object],2025-05-20T15:21:25.000Z,51,3,15,64,197,186,24,Skipped,0,15.45000000000001
2DsZCHfYqSLoeYnYemt5gDbHL597gN9JbpJKF2R8Nu6y9RRyNRpweRt24esZc1MyUGmtVXFmHhDjpzGFTRSoCnZy,[object Object],2025-05-20T15:21:25.000Z,16,5,14,75,10,70,38,Partial Exit (Win),0.05,15.50000000000001
2xNE9HnSpHZfGviK6gto9PXp6jJXNiCFcrdikqUAqr825cQDwxtreetfkFnHs9ywCd7ntzp1K96Dfetm4pxspb1p,[object Object],2025-05-20T15:21:25.000Z,36,5,21,25,358,3,31,Partial Exit (Win),0.05,15.550000000000011
2gNyMkiE1WafXkJVk8v9Gy4nHm417eojFnrvRXPopo3dcbLF6kitGEyygT2aFnaVXG6KekswccM9dAUCeraVmfWY,[object Object],2025-05-20T15:21:25.000Z,30,6,23,44,219,83,22,Partial Exit (Win),0.05,15.600000000000012
5awVbjwzXgkp6UX8w6sQmEPdvd4mVsCdzLsGxiC7W3R2thijCssSk5Zsy7vr7Cf97WggdwfTvzbAF9NSaKWdZG7j,[object Object],2025-05-20T15:21:24.000Z,64,0,19,71,314,135,30,Skipped,0,15.600000000000012
5VqNszj13H6bsuxwW72X4McGhTtRXVK13vqULnpMojBMsi3DLuxfqhKYD5if96hYThxW162m4PeJXNtjX8PK3DQv,[object Object],2025-05-20T15:21:24.000Z,92,0,17,18,141,72,13,Skipped,0,15.600000000000012
5X6c6nY1G9YJuYCwAohuEBcYByhJn2LpMzrnkTxt1kFeoCFxrfjpmfbDidC6tap8QNPynAP7K1W9hR2SypaY8k3S,[object Object],2025-05-20T15:21:24.000Z,25,5,9,63,28,242,12,Partial Exit (Win),0.05,15.650000000000013
5g8UjASUQWuV6uuTHpx3UiHwkQXfbMgLzwuJn7Qg5yXKZk8aB3orEBskB3TT5zkyCWNaFMU2h6uADVMpmV64KLhq,[object Object],2025-05-20T15:21:24.000Z,68,5,13,67,122,11,29,Partial Exit (Win),0.05,15.700000000000014
39ZAXo537ce5JHqapCYayA41ZCvmBv3nmVYAByXpAwidB7ZANsRpBnzAWymkN9LoArX1RFCQ3pMxpiHYhTGYmVwe,[object Object],2025-05-20T15:21:24.000Z,78,5,17,86,473,223,16,Moonshot (Win),0.2,15.900000000000013
4Z2njF5KHJfatsnZ8BQfKmoT17S31viD39XaSMWDSdXTdf2uVW3ABy69cDJ3EhBCcJiUfHTGayebKDohdzFXhYxM,[object Object],2025-05-20T15:21:24.000Z,89,2,27,77,70,95,0,Skipped,0,15.900000000000013
2JCm7e7jp116B6kicjyoQP9cZzHjqELQ841JgC3GfwFBVmGBa5G5nzQ5GzUMGcTxNfJdEqWYa9eC7okeDk1Q8bga,[object Object],2025-05-20T15:21:24.000Z,19,1,9,13,441,248,24,Skipped,0,15.900000000000013
Mxm4F8WaU4Pu1ycKdzE4HLnHwpRK5WqCbp22NW7HrdeCH5Vgqz8dhavWi842JLmTHXrZEuD6dT7gsrAe7Hd54Cw,[object Object],2025-05-20T15:21:24.000Z,34,1,8,74,408,138,36,Skipped,0,15.900000000000013
2AbESnSrUk7vYsRsg472GeHCNYRY1Z8sTb9p38GgYmo8LCpRtpwBEHxDPCHvFi8CKBqdreLcBXEmY5VGsP9okCsK,[object Object],2025-05-20T15:21:24.000Z,49,1,8,81,324,200,32,Skipped,0,15.900000000000013
2ewhpJWSojpJb3gE8HVhUFMZWf58eymgVZkpN56smyd1c5GZjWjdjhNASPAGnEGEszeLM3iioyX7bbiN42CvDU7K,[object Object],2025-05-20T15:21:24.000Z,17,0,20,10,365,266,6,Skipped,0,15.900000000000013
3n2w4dtAXHK5TNwsF26Xxh7HaKHogv1x8NLm4suqhUZtShe41ye5iNiZB6L9pygYjprWWM2JVRnTQ5HRrAWJW8MD,[object Object],2025-05-20T15:21:24.000Z,32,3,24,16,410,227,13,Skipped,0,15.900000000000013
2Yew2AHQZTR4Dc85GTvdbsTAWYjd8CcodSkDd5EmSYamQnqVCBnDS96bwdcqnYQ5kQE5ShG2SP7ukdm2JzsMA7j2,[object Object],2025-05-20T15:21:24.000Z,33,7,22,34,151,88,23,Partial Exit (Win),0.05,15.950000000000014
4xP7Bfupc7AZYesSqy5AqXjrnYTq5oEggn8y7H74NuuR5Gs2yMfXzCA2qyGyg6KLoajgbbUNvGKzRHTTUbRd8e7T,[object Object],2025-05-20T15:21:24.000Z,81,7,29,94,273,14,21,Partial Exit (Win),0.05,16.000000000000014
3KsvH3KkshedDcXZEHqnzk3f955TwomA3EroprsLB4gvayj9e8bdbDofNHhsPBCi42xtywS5JUbeWiKJiL7gEQQU,[object Object],2025-05-20T15:21:24.000Z,13,0,1,92,444,122,21,Skipped,0,16.000000000000014
5ngnZVoK1n6Rn6KWq1fTj8WQxQ3m9XmSBpZxL5XHS1bKqZ9XMXhXq1nhvkBP1KgiwauAHX5Vv8ckVsSa6hK9EdCj,[object Object],2025-05-20T15:21:24.000Z,26,8,21,57,407,141,24,Moonshot (Win),0.2,16.200000000000014
4E4zbbqfqRsVAZCzNQTHdzDB9jyYMgAFVJTGviZVnrBWNtm4EZfSaKR3ymLofrgJaCMbekeLPcGpFLEW2VYm1jxB,[object Object],2025-05-20T15:21:24.000Z,44,3,17,58,204,181,18,Skipped,0,16.200000000000014
r3xRgXELxp5mxzL7JKAxrvJnJeQ3o8T8sAiWG2rQx3uM9SBdNyLUtdJiUKJ25rEm1pFDbm98fKYfjoxmTQWyzaY,[object Object],2025-05-20T15:21:24.000Z,74,0,25,44,255,122,5,Skipped,0,16.200000000000014
oYFUPovkYvfuBYeVkk1HfnSbA4hdVHwPwqBcpzueGK8yg689jkCrCW8YzRh5ybJTsndDhvqNW91HdZrL7LrZVrL,[object Object],2025-05-20T15:21:24.000Z,49,1,16,76,400,59,31,Skipped,0,16.200000000000014
3KdBLgtDYVYerFEx3bwSiNEJpL5WGdw1ZsTDE6M9HS7ePvge6j5LxKWnSb6CkiiHqJMA8syLXf3raQnZ2bJktFfg,[object Object],2025-05-20T15:21:24.000Z,35,2,25,89,465,16,21,Skipped,0,16.200000000000014
5KLcweQjgYCcmBce3UzkLgbwuZfBeQrEZU56tMupUP9CnM5zUicd8HPL1kghZySDmZcMFK5rMSVz5SSJ8hpZBDNf,[object Object],2025-05-20T15:21:24.000Z,20,5,27,72,308,158,23,Moonshot (Win),0.2,16.400000000000013
555fz15New7KAHp9oMK1hHPywk6U97ZaQvDG13Yq7aYEt4aBRDfh322jx3PXw4oAKbJvwXgDotu7eRQYmWEYUcMG,[object Object],2025-05-20T15:21:24.000Z,47,7,6,46,109,295,4,Partial Exit (Win),0.05,16.450000000000014
2SgCnBijE8kBS1vfmp2L15zudDKxQSTgiECyWRKzYReQjQ9e5gAjG5sjXQhBvHxuynRBb3ZMAF6raEX29YnxT9Vi,[object Object],2025-05-20T15:21:24.000Z,77,4,27,73,380,219,19,Skipped,0,16.450000000000014
62Tufw6razen5tVZq1VCWKE5fpsJHsLuN3tnq69vCQVETcgdjFYT1JWzZEVUbuThThPYVEF5qi6LJkctRBpZroPH,[object Object],2025-05-20T15:21:24.000Z,89,8,13,98,287,31,26,Partial Exit (Win),0.05,16.500000000000014
McQeFzLsogv2wa8DnH9esP5gFkam3qwgvLrb4sKAAvxEQnZiUtipcdA2euUUg6edJExq2nsBFWA63vm1FGMdnTQ,[object Object],2025-05-20T15:21:24.000Z,56,4,7,98,346,74,39,Skipped,0,16.500000000000014
5dcmcjvb3rq58Kxbs8NQnBrKmx3eob8661wFbBfPbVrtkzwL9XRZPsnGSSjBgTasgrGXEnHNbmsVuHsBbLeqH2GX,[object Object],2025-05-20T15:21:24.000Z,81,8,20,92,480,237,8,Moonshot (Win),0.2,16.700000000000014
34NfMYoeMhr2vrgQcqKhN9iKSwNjx3wzZe1MYQqQb3DFP9WiGQX28USxmWUJDkPdmtRzgSva9Df5WzCmiAyW5rc2,[object Object],2025-05-20T15:21:24.000Z,76,5,12,88,0,3,37,Partial Exit (Win),0.05,16.750000000000014
4eFp97UsbyWnfrA9dp4tUrMWeMzM54Xaj4KPDTSdnDtoQkUcHmtf69553z9CS3hgpZSP1TsKwMduEM8jiQEfvN1K,[object Object],2025-05-20T15:21:24.000Z,32,8,21,43,283,112,28,Moonshot (Win),0.2,16.950000000000014
2VNuFD9CenA7RRx7N8EPn29bpkgsR3tv2Lg4HjBo6vuB7PT4EuSVq9CeBm6DCyazGLJ52vYqtxcoa7tuT6bjooFR,[object Object],2025-05-20T15:21:24.000Z,17,7,10,5,238,268,24,Moonshot (Win),0.2,17.150000000000013
2gaseQw2kYwpkRwLXho8CuSS4UZ2iQKAUo343qwhTsZuNMuX8AWjZroiBVCMcpx4716fehq6efJiW3rDzZZrQ8St,[object Object],2025-05-20T15:21:24.000Z,7,7,28,5,280,160,31,Partial Exit (Win),0.05,17.200000000000014
5BGAebu5JzJEeaSwAecW4UELz2GpNk8ohZ57X6sEmQj5fH31gVQQZdpuWjEzCakapvrKdxkzsmhyJLS8RUxopkf2,[object Object],2025-05-20T15:21:23.000Z,13,0,25,32,296,70,37,Skipped,0,17.200000000000014
3rpEGfHpXkbYMbnBLifwGHDudAjK6FeU8CCYxY91eacDGhfz9S6F97LxzPPjXc5kWAiKuxo5jgTebCMwkem7mqfe,[object Object],2025-05-20T15:21:23.000Z,60,7,27,4,366,123,1,Moonshot (Win),0.2,17.400000000000013
2K65Lgs3CPgBPxuautYBQ5KLC7yTRH1cW2Xq11584DWZoZEyYvJ5tHeVzrWWsDVWGxRRUY6T57ybganuUuyfTWd,[object Object],2025-05-20T15:21:23.000Z,40,5,18,65,58,252,37,Partial Exit (Win),0.05,17.450000000000014
5dy3Mv2dUeThbjY4Dxo5pLE9zgYD5CBWu3Lb6Uxbks33kiAWPSMbeXNW6hMj91rv4hEqskz9jaGYGhGjnAPXZ5YP,[object Object],2025-05-20T15:21:23.000Z,89,4,12,34,132,66,4,Skipped,0,17.450000000000014
4GvSGYcYbDKs1R3cyS1hQHfJdRPh4Mffk74p6rDFh9dicUjAuN38scj56YX6u7ZXTsnqc9Ugxx1fcoPT1qRADBrJ,[object Object],2025-05-20T15:21:23.000Z,1,6,14,25,320,111,8,Moonshot (Win),0.2,17.650000000000013
4jLaqHyxqGE5B1dY2tr9L4FhYjjPQfmevtrn4FsdszQjKTiVqwAz45qnKw6FvsV6z144Fv5L45HioDvuYo4rcC1K,[object Object],2025-05-20T15:21:23.000Z,52,6,21,13,50,189,29,Partial Exit (Win),0.05,17.700000000000014
2rU5DFCrDGLAhgxAydRmBvicVGfnQtJcddBKW7pLfXvBWX9y4wMCYTco2jwZVPdEErtqat3xQVf3Ge77LqCZvapF,[object Object],2025-05-20T15:21:23.000Z,29,7,8,46,478,258,6,Moonshot (Win),0.2,17.900000000000013
487D4eTmpqpfY35xBPNpegNTXep2o4jqNEjeEvFNiXgCKAsShP3B7kKTQVH58iGwJWpiHXixdkYKEHqbFXBu7jvv,[object Object],2025-05-20T15:21:23.000Z,2,1,28,36,163,230,12,Skipped,0,17.900000000000013
651kp3sYnXPtQT4MC9ptbAU9GxQhJTTEFn61MsLsa4KaV3D65stfoWqABqkWWSGppR82ZKcwEY4Kctmm2VNXqRRq,[object Object],2025-05-20T15:21:23.000Z,91,4,22,33,271,94,31,Skipped,0,17.900000000000013
5RxrwhvH1JtQ2PVeJ4gvcE2hmzdMhEzZTpcJFr78RjbrsGS31f9o31BSSsmVvs6YuHKRme1XRqHg84DQGppdbqvT,[object Object],2025-05-20T15:21:23.000Z,58,8,2,32,415,22,15,Partial Exit (Win),0.05,17.950000000000014
4pVV74enpuSzZpNYGwqQcgx365Czs4rZf8JkTW4riBenake94zuCh1kKBWSpb2Q3womGTGKbFodXaxDTN2PJ4tfs,[object Object],2025-05-20T15:21:23.000Z,17,2,14,18,203,220,22,Skipped,0,17.950000000000014
4gBLfiQij1BRjPJ1PGRoGhdn82fey9S3r2dW5vP74yAEA3Q5GJ2SCL7ofmji8PGN1a7UNhRkZSKu73mJMKNfBi8e,[object Object],2025-05-20T15:21:23.000Z,13,0,21,6,430,239,27,Skipped,0,17.950000000000014
2F6hcRbuR3EuPPjmKVPD6qVX2B5XFW6mo3mLjpUpyfiDna8PUP3Pd1YzEnh2qGTskbv2BySfmVCA6GZRL4bGeB2m,[object Object],2025-05-20T15:21:23.000Z,99,9,16,13,378,28,26,Partial Exit (Win),0.05,18.000000000000014
2j3DkmQkwMYDFZAPMsKoMp2T2NrqnKMu4Yj5zm6L28G2oKWpyhLGLsm7ghMiEh3DSuU8eZUnNi8GUosYd9MWPuc9,[object Object],2025-05-20T15:21:23.000Z,93,4,0,2,323,295,33,Skipped,0,18.000000000000014
5RjYjue5oDkR3YYejbUedwjJciiCkZZnJzmT8VqjWeA4Wjzb8eja7SfsFdgszvZpe8s3jnknddVyxiwwhj9DVYmQ,[object Object],2025-05-20T15:21:23.000Z,82,8,14,61,167,217,3,Partial Exit (Win),0.05,18.050000000000015
4NVd9xykRaRMLhaor9wN34vSYo1whk1hLKjxAeJfpJfVbfaiEcuYdhKAAYC7x3khiUiz6rVFtr9XwBSGTZLwPjBj,[object Object],2025-05-20T15:21:23.000Z,29,4,5,67,416,270,38,Skipped,0,18.050000000000015
2rNrAhcRcCoq6VbtW2u5NQ7EBEA28G2vDdHL3gNjADhbQubmrLaTP4XE63fsCd95ekwMgui1PiaiG37YTFRhqTyn,[object Object],2025-05-20T15:21:23.000Z,76,4,14,63,433,29,11,Skipped,0,18.050000000000015
5gKhGaERPUr6QqKvampbbpPwr4phzuaq6ZT51M631UBrn1mvBLbgf6dttazP8jgC31AqqpdkE9xCizmWAaGYBQrB,[object Object],2025-05-20T15:21:23.000Z,50,3,1,35,213,17,9,Skipped,0,18.050000000000015
33MMQJRy1Wxj7PuwnwHdUDVhpm18qpddiMYZ3e5Ci73iUg6GNHC9xqBDqif6xj38tvGwGFXnuhpMBzL4ifWBochP,[object Object],2025-05-20T15:21:23.000Z,85,4,24,19,47,181,21,Skipped,0,18.050000000000015
3miRzyDorxioFW4KqdRKJrgqq5bKg6q1qRMP7WaCK8oYYaRvZ4qwg3JZPExn8DPETnPg2CsSHZptYb7uhuAzjoHm,[object Object],2025-05-20T15:21:23.000Z,2,9,20,45,429,130,19,Moonshot (Win),0.2,18.250000000000014
4tNDKyUh1jKRQFrH8T9qfwqp1cKQKKhWrR7ucrZRfQZaA6tMrSTFZyM5QX5P2X4Bty7QEBwnCtXVTwRY3rvWDosi,[object Object],2025-05-20T15:21:23.000Z,66,9,21,96,200,163,31,Partial Exit (Win),0.05,18.300000000000015
55d5VkPw7mk5Tic87H5SXkbndoSQiFVtbYV2uLXSCMcFioPc1VkyoarLV9oZtSXs5fsxTrWo3vSiiTG7FvjndGuu,[object Object],2025-05-20T15:21:23.000Z,48,5,21,3,183,283,37,Partial Exit (Win),0.05,18.350000000000016
5ft4pu573JSLG7Zy3x763K72KicqZoZpRA61sB3xcvN798Gq7pYg3oa9EsMDrFPcA3BsyoKEa2dxE14cswZrQrXu,[object Object],2025-05-20T15:21:23.000Z,5,9,18,35,256,127,29,Moonshot (Win),0.2,18.550000000000015
3LByd75x5gSZTYFUsXGzjEC9daa7LGiwkF3jsdhfWPuvcC3EE3eenHKJXs8jSKfW9mxBAQ7rDwaHUMSBXkAyfNUb,[object Object],2025-05-20T15:21:23.000Z,93,1,27,19,242,165,35,Skipped,0,18.550000000000015
2jgbvTewW17192okeDprbqzqWCLh52DGtudewU1gYkRijvFxBJY7xyKSNRUiRsPhtNVKzzMuAKD8qgAK1CfExQ9L,[object Object],2025-05-20T15:21:23.000Z,86,3,16,89,264,18,39,Skipped,0,18.550000000000015
4MRHx2caKqfnaE7RUxNun6gqunJ93u34514gPdsW1oek158b7piLAixwXbhLrXq31hrcFkrg6c9UKgf8NRPxQhcq,[object Object],2025-05-20T15:21:23.000Z,17,5,21,52,200,224,28,Moonshot (Win),0.2,18.750000000000014
612zQf65XfvykWjooGeDYy8NYaHTLTwqTC53C8f3kraR5eEJ7qCjVE2uUQTAg4JbwMASmZoP2Wdq2Gnk3Q5zUJMH,[object Object],2025-05-20T15:21:23.000Z,74,4,26,79,294,132,25,Skipped,0,18.750000000000014
2GnWbBrA9bJQarJKRJ17UL37eEd2oJ6gPTHfsVSRZHjmDnScZ13Tc62YZTWD4Mkx3NqeLEPJRrg2Vdvp4tmRMovi,[object Object],2025-05-20T15:21:23.000Z,84,3,13,88,463,297,33,Skipped,0,18.750000000000014
5kT6mCGR3YSXeQjwYszNuW78kVQRo752Qi76ktf6P7VqfUvXRSsEfzgbgK4aXbjh6536rAoKyMQFTnVxkeQUnTea,[object Object],2025-05-20T15:21:23.000Z,70,6,7,98,352,236,9,Moonshot (Win),0.2,18.950000000000014
fiYkdYgJMv4dLxTZy57Gq6ZK7dHSnREi3iWs9dNhuvQ1G9VkiNVd4dnR5vYGT13pSF335JkGLRGGndecFW6ZkCL,[object Object],2025-05-20T15:21:23.000Z,55,3,1,76,141,66,38,Skipped,0,18.950000000000014
3UftQbSAcSFcAFMfLTBYU24bP63mL5EGwLQSHJaSQL9oy1FYQHEGic6Gbo6QzHYaaVL6FGN5UMHYkB3oxZXDtJH9,[object Object],2025-05-20T15:21:23.000Z,72,3,23,16,208,5,35,Skipped,0,18.950000000000014
992pd7w21vonVg3tYZ766rZwvYow757zrnctQdokiNNvJ9TWG1hFzWQvwkTmjBEBqQaTFpHhd4WH6T76wHbNJYz,[object Object],2025-05-20T15:21:23.000Z,23,5,2,61,438,188,13,Moonshot (Win),0.2,19.150000000000013
3x5oWzf1QtNGngDPk6FGdELim3X6K1ALGXUyQ3G8EJF5w7HzdeWBuwx6RKTwdunQhbA4hHgFbipMau8jmdsvk2tC,[object Object],2025-05-20T15:21:23.000Z,72,0,21,47,355,214,7,Skipped,0,19.150000000000013
3xKnVTuSji7BKv388rh1pSwxrrfvkDruXAznZEEzdjVcfBqFWm1hGrHCkfJ4tviUc8GuaBAt6P4n3iDays5qbTTh,[object Object],2025-05-20T15:21:23.000Z,42,2,25,75,462,107,0,Skipped,0,19.150000000000013
3ogWLWmGx1FMtRHuz3TKXc1oYYaLhimxzA3V82GzQh7vQ4Vucou2i8BAzitBQs72cFztm6geDUTiveE4gk9VPctZ,[object Object],2025-05-20T15:21:23.000Z,4,8,21,57,309,178,20,Moonshot (Win),0.2,19.350000000000012
4VWe3MxxVLABEw6Ke9NqXrgdPc94PUq98dpmRoxnToR3NSR7E3Lg2JrBnEqbEBcfoLogXvtQucj9YoXnm7eWoak8,[object Object],2025-05-20T15:21:23.000Z,85,2,22,66,189,268,5,Skipped,0,19.350000000000012
oxZBpBj17DuezipHfM88kxh89vGpuxcdSQrDxsEkvzBZVgfXAFMW3GfyGWjvqABJowhnVQyJSZrh7sDEwdvwoQS,[object Object],2025-05-20T15:21:23.000Z,72,3,18,46,133,223,3,Skipped,0,19.350000000000012
3Qn4zYSeUzrnw7donp3JbuinDYvjTuBTQnVXRyiTZA3qd1KR9vQbbH31wgxRQ42tNCYw8RAKeeZvK3ZqQgsFuQwB,[object Object],2025-05-20T15:21:23.000Z,16,5,28,82,446,44,17,Partial Exit (Win),0.05,19.400000000000013
3AGRz6rCw2TgLVCaeadLTNWUfx21Gj1mRyz359aAWM82mWcVxZ94h1yBfniqFjvMkmxp1gja44qri2F5jxDbZPVr,[object Object],2025-05-20T15:21:23.000Z,87,2,21,13,448,49,12,Skipped,0,19.400000000000013
35X2HW79wQk3WJbCA5Wm4QtG1k2xq7APRogcYF46jdbiRXaN9ZyTS5TtnNipRNsNRw9Tkdwb4EA33srG8c57Kymz,[object Object],2025-05-20T15:21:23.000Z,61,1,20,56,438,135,14,Skipped,0,19.400000000000013
3N28KW4662uGrDtbYcWbJupGgHdES9yyfBnzDGWF8i8r38Q2VJv9b1KpUwcQZx8iPZJgZsASQ7UwvoBnGX5kdE7E,[object Object],2025-05-20T15:21:23.000Z,29,1,6,58,196,98,28,Skipped,0,19.400000000000013
2tRQsPcnAKnZV9ag7KpEqnTtniLFC3hHcJFWYuPLHE5X6GV5MHD6asCyR9S46ZHBLsAJBCufvhG8EXJhKjGmo9ch,[object Object],2025-05-20T15:21:23.000Z,1,6,1,10,6,178,16,Partial Exit (Win),0.05,19.450000000000014
3mGn3gbW68bFZYMT3nZU2QzUcqBrGrALwMhBc2WQftiC8EAgjSEDoiKgNuUK8oRYTw2p3fqrkyndn6GZ1MrVR8yv,[object Object],2025-05-20T15:21:23.000Z,78,3,22,36,428,11,19,Skipped,0,19.450000000000014
4dfnavj9CzPVrSUeXfc81K19n657VNYq2B8uAGDCrnski1pa1bikQMm6GZDasBdxZYvB7u55D3w96GUmwvqbFKgW,[object Object],2025-05-20T15:21:23.000Z,0,7,7,71,462,118,24,Moonshot (Win),0.2,19.650000000000013
32aMS8xGdVGQTh9zRkUpSPKzoY7VdisMqURd2ZWuUSZe4QWNK25BFuw9vvfQtjEHSfpEbg64vM2SfCGNrvuruJUU,[object Object],2025-05-20T15:21:23.000Z,77,3,9,36,295,217,2,Skipped,0,19.650000000000013
3UpRd73rqEDqXt3QwTtKoC8DHC5dWR8JQGxj8EmZ7mKqLAbWw3bFxJ9WAUV3sfMs4yHecbb43nTxaUmCsYohQqar,[object Object],2025-05-20T15:21:23.000Z,35,5,2,76,287,261,32,Partial Exit (Win),0.05,19.700000000000014
3AEp9c83DhLWAARzRCBy8wEuahzkRNoXowfjQxL8ap6XSgMHtq5c3BJyxXMyi4yfy6jYYu9Jorupb1W5xhMFaDUs,[object Object],2025-05-20T15:21:23.000Z,54,8,3,57,416,21,34,Partial Exit (Win),0.05,19.750000000000014
5QhRWF7PphKZuRmzyswWfjeKPSdjgdULaHAubrw7c1CeGqxHiCHdgdfp7SDDinpMGQe9mtX5L56tuTAm4js3YCdZ,[object Object],2025-05-20T15:21:23.000Z,97,3,27,69,286,245,2,Skipped,0,19.750000000000014
57M1vgiwPqYu7vrdHviyTRhex1x5iANpUWuzrSPPSMxfJGunLbwrbmQLYqXsQ3iPcY9ZUutnyFBiy2jAHJVsLNnA,[object Object],2025-05-20T15:21:23.000Z,51,3,19,4,210,98,38,Skipped,0,19.750000000000014
2HbLdFGhexSRjsVeP7F8iUftKyVWoyKS28fdDYy6Pg28XXpvdDAziksKvq4VBYuDRTg1EnvU23WeQLBBneAr7zap,[object Object],2025-05-20T15:21:23.000Z,22,0,12,16,163,173,2,Skipped,0,19.750000000000014
5m1fneW7dVqsnJiTYwLCDURU2NuTLzCXvQ5ZNMb6Yg9S6qqrAvosiFLZXVADMWu1W731DB7EFuN8e4LHtnprhenm,[object Object],2025-05-20T15:21:23.000Z,66,2,5,26,124,49,33,Skipped,0,19.750000000000014
PR8fcFH82iQwSuNeyUg8zCrdWZF9yhgyRf8h9yTQ95bYbrjDW9JArDRxRHR7swcK3gjfZ6atipaQnbQ552gSNPZ,[object Object],2025-05-20T15:21:23.000Z,13,9,23,35,201,270,19,Moonshot (Win),0.2,19.950000000000014
J8ZpjwiQJuJYb29EHb96Jg2GBYMab7VVT9guPkDCGrgi3mofQFMP1vnzeoSeA2DW7jf5DNvxywEKXA2suisaa38,[object Object],2025-05-20T15:21:23.000Z,54,4,10,19,445,289,8,Skipped,0,19.950000000000014
3jmgKkH84AY6zw7UMFswGZGVveTdUtcS9wBtVBTC5ddAc3t9wH9rXrZYSyVHSbkABj9C1EN3YfMgQ6MrnMq7anaw,[object Object],2025-05-20T15:21:22.000Z,17,8,21,27,377,192,20,Moonshot (Win),0.2,20.150000000000013
vzWBHL5P4eP8R2Pn9rMsAh74ZeeNYoniJn1JvP88XBWS1ekbwupwRh72FjDXoyeBficwj1PhNvW8afjvkJVaHcJ,[object Object],2025-05-20T15:21:22.000Z,30,4,18,90,248,59,38,Skipped,0,20.150000000000013
3LDyvCtcx6NTVbWZHiMp9Z6EcQhu2Xxto5831gyaygSkDySqYD6253gHLmuiAfmnn9qJczVns7CrxYTkqt4Jykn,[object Object],2025-05-20T15:21:22.000Z,96,4,7,7,178,215,35,Skipped,0,20.150000000000013
2wbBE1tuasbGcASUvKd8v9Kn3TBCdv3wmYthDoEWR7tJ8QdNNqbgDJ2jUhjtdAn5Wq8X7thH7gE1RudSQkGhgVSx,[object Object],2025-05-20T15:21:22.000Z,89,2,11,8,252,199,32,Skipped,0,20.150000000000013
2JT3MZKzpumzFUke5btJ58mZVarxZTQ6ioFpQPTYVKWsdLFSzvhzh2FbYDT3eQyhmRoB9LK5T3KAv34bcLd67RMR,[object Object],2025-05-20T15:21:22.000Z,48,0,16,3,416,56,38,Skipped,0,20.150000000000013
